priority_rank,priority_score,province,city,school_count,current_geo_node_id,current_geo_confidence,current_urban_node_id,current_urban_confidence,review_reasons,suggested_geo_parent_id,suggested_geo_node_id,suggested_geo_name,suggested_urban_parent_id,suggested_urban_node_id,suggested_urban_name,reviewer_geo_action,reviewer_geo_parent_id,reviewer_geo_node_id,reviewer_geo_name,reviewer_urban_action,reviewer_urban_parent_id,reviewer_urban_node_id,reviewer_urban_name,reviewer_confidence,reviewer_note
179,11103,吉林,延边朝鲜族自治州,3,geo:province:jilin,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jilin,geo:reviewed:8a02bf25ed,延边朝鲜族自治州,urban:tier:prefecture,urban:reviewed:ef701eae67,延边朝鲜族自治州,,,,,,,,,,
180,11103,吉林,白城市,3,geo:province:jilin,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jilin,geo:reviewed:5aaea66743,白城市,urban:tier:prefecture,urban:reviewed:7b97d4a9c1,白城市,,,,,,,,,,
181,11103,四川,乐山市,3,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:28b8d8912b,乐山市,urban:tier:prefecture,urban:reviewed:ec8d2cef51,乐山市,,,,,,,,,,
182,11103,四川,凉山彝族自治州,3,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:04757a771d,凉山彝族自治州,urban:tier:prefecture,urban:reviewed:2654ae3371,凉山彝族自治州,,,,,,,,,,
183,11103,四川,广元市,3,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:157e217422,广元市,urban:tier:prefecture,urban:reviewed:c39d97d944,广元市,,,,,,,,,,
184,11103,四川,自贡市,3,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:7629b511c7,自贡市,urban:tier:prefecture,urban:reviewed:1fa334355a,自贡市,,,,,,,,,,
185,11103,四川,资阳市,3,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:a4e34235fa,资阳市,urban:tier:prefecture,urban:reviewed:edb215d2eb,资阳市,,,,,,,,,,
186,11103,四川,达州市,3,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:95998d7fad,达州市,urban:tier:prefecture,urban:reviewed:f0dd630488,达州市,,,,,,,,,,
187,11103,安徽,池州市,3,geo:province:anhui,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:anhui,geo:reviewed:03bba408bc,池州市,urban:tier:prefecture,urban:reviewed:4caefeb3a2,池州市,,,,,,,,,,
188,11103,安徽,铜陵市,3,geo:province:anhui,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:anhui,geo:reviewed:5f32e5747f,铜陵市,urban:tier:prefecture,urban:reviewed:3d5d4b6bef,铜陵市,,,,,,,,,,
189,11103,安徽,黄山市,3,geo:province:anhui,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:anhui,geo:reviewed:00a0c25566,黄山市,urban:tier:prefecture,urban:reviewed:b876d65397,黄山市,,,,,,,,,,
190,11103,山东,枣庄市,3,geo:province:shandong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shandong,geo:reviewed:678fde6b71,枣庄市,urban:tier:prefecture,urban:reviewed:8ac91cb3c6,枣庄市,,,,,,,,,,
191,11103,山东,滨州市,3,geo:province:shandong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shandong,geo:reviewed:61055c716e,滨州市,urban:tier:prefecture,urban:reviewed:212c9b659c,滨州市,,,,,,,,,,
192,11103,山西,朔州市,3,geo:province:shanxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shanxi,geo:reviewed:2bbbd40f4d,朔州市,urban:tier:prefecture,urban:reviewed:2beef94e96,朔州市,,,,,,,,,,
193,11103,山西,阳泉市,3,geo:province:shanxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shanxi,geo:reviewed:e8275cd8d3,阳泉市,urban:tier:prefecture,urban:reviewed:849a86aa04,阳泉市,,,,,,,,,,
194,11103,广东,中山市,3,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:909155a09d,中山市,urban:tier:prefecture,urban:reviewed:6a62ff0193,中山市,,,,,,,,,,
195,11103,广东,清远市,3,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:1de4a6dd17,清远市,urban:tier:prefecture,urban:reviewed:f54e6e76d4,清远市,,,,,,,,,,
196,11103,广西,梧州市,3,geo:province:guangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangxi,geo:reviewed:af054dd82d,梧州市,urban:tier:prefecture,urban:reviewed:767e4ffa30,梧州市,,,,,,,,,,
197,11103,广西,钦州市,3,geo:province:guangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangxi,geo:reviewed:850d32ed1b,钦州市,urban:tier:prefecture,urban:reviewed:6477ba6342,钦州市,,,,,,,,,,
198,11103,新疆,伊犁哈萨克自治州,3,geo:province:xinjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:xinjiang,geo:reviewed:129d99e67d,伊犁哈萨克自治州,urban:tier:prefecture,urban:reviewed:777960d06c,伊犁哈萨克自治州,,,,,,,,,,
199,11103,新疆,克拉玛依市,3,geo:province:xinjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:xinjiang,geo:reviewed:7f8d3bc887,克拉玛依市,urban:tier:prefecture,urban:reviewed:36cfdf1937,克拉玛依市,,,,,,,,,,
200,11103,新疆,和田地区,3,geo:province:xinjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:xinjiang,geo:reviewed:037d67f9f7,和田地区,urban:tier:prefecture,urban:reviewed:85231a9ad8,和田地区,,,,,,,,,,
201,11103,新疆,巴音郭楞蒙古自治州,3,geo:province:xinjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:xinjiang,geo:reviewed:76ab891f5b,巴音郭楞蒙古自治州,urban:tier:prefecture,urban:reviewed:f453c944f3,巴音郭楞蒙古自治州,,,,,,,,,,
202,11103,新疆,昌吉回族自治州,3,geo:province:xinjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:xinjiang,geo:reviewed:b4397239e3,昌吉回族自治州,urban:tier:prefecture,urban:reviewed:81bb3403d6,昌吉回族自治州,,,,,,,,,,
203,11103,新疆,阿克苏地区,3,geo:province:xinjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:xinjiang,geo:reviewed:f85492092b,阿克苏地区,urban:tier:prefecture,urban:reviewed:f407303109,阿克苏地区,,,,,,,,,,
204,11103,江苏,宿迁,3,geo:province:jiangsu,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jiangsu,geo:reviewed:8d81c1cc7e,宿迁,urban:tier:prefecture,urban:reviewed:d546046646,宿迁,,,,,,,,,,
205,11103,河南,漯河市,3,geo:province:henan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:henan,geo:reviewed:823b7ddf28,漯河市,urban:tier:prefecture,urban:reviewed:a42debb042,漯河市,,,,,,,,,,
206,11103,河南,濮阳市,3,geo:province:henan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:henan,geo:reviewed:5f3e7ea8e0,濮阳市,urban:tier:prefecture,urban:reviewed:618d8be080,濮阳市,,,,,,,,,,
207,11103,河南,驻马店市,3,geo:province:henan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:henan,geo:reviewed:d7bad27889,驻马店市,urban:tier:prefecture,urban:reviewed:8d0e2da67b,驻马店市,,,,,,,,,,
208,11103,河南,鹤壁市,3,geo:province:henan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:henan,geo:reviewed:cca4747124,鹤壁市,urban:tier:prefecture,urban:reviewed:003cac3bd3,鹤壁市,,,,,,,,,,
209,11103,湖南,娄底市,3,geo:province:hunan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hunan,geo:reviewed:6c36d42c1e,娄底市,urban:tier:prefecture,urban:reviewed:2b826beacb,娄底市,,,,,,,,,,
210,11103,湖南,张家界市,3,geo:province:hunan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hunan,geo:reviewed:23166596a8,张家界市,urban:tier:prefecture,urban:reviewed:d319eee5a8,张家界市,,,,,,,,,,
211,11103,湖南,郴州市,3,geo:province:hunan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hunan,geo:reviewed:7a7c839258,郴州市,urban:tier:prefecture,urban:reviewed:b3aaeb6d8b,郴州市,,,,,,,,,,
212,11103,甘肃,张掖市,3,geo:province:gansu,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:gansu,geo:reviewed:a20d66b1ee,张掖市,urban:tier:prefecture,urban:reviewed:9e84880900,张掖市,,,,,,,,,,
213,11103,福建,三明市,3,geo:province:fujian,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:fujian,geo:reviewed:ca936ec75d,三明市,urban:tier:prefecture,urban:reviewed:717eea0be1,三明市,,,,,,,,,,
214,11103,贵州,六盘水市,3,geo:province:guizhou,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guizhou,geo:reviewed:ec0652a8e1,六盘水市,urban:tier:prefecture,urban:reviewed:a81796e32b,六盘水市,,,,,,,,,,
215,11103,贵州,安顺市,3,geo:province:guizhou,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guizhou,geo:reviewed:2d4ccc0b00,安顺市,urban:tier:prefecture,urban:reviewed:7449770b40,安顺市,,,,,,,,,,
216,11103,贵州,黔东南苗族侗族自治州,3,geo:province:guizhou,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guizhou,geo:reviewed:fef178e729,黔东南苗族侗族自治州,urban:tier:prefecture,urban:reviewed:7de44b0bbd,黔东南苗族侗族自治州,,,,,,,,,,
217,11103,辽宁,丹东市,3,geo:province:liaoning,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:liaoning,geo:reviewed:9080c5dce0,丹东市,urban:tier:prefecture,urban:reviewed:80c0f12a82,丹东市,,,,,,,,,,
218,11103,辽宁,盘锦市,3,geo:province:liaoning,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:liaoning,geo:reviewed:6f09db260f,盘锦市,urban:tier:prefecture,urban:reviewed:d48b6a78e0,盘锦市,,,,,,,,,,
219,11103,辽宁,营口市,3,geo:province:liaoning,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:liaoning,geo:reviewed:6f778ee7fe,营口市,urban:tier:prefecture,urban:reviewed:fbe4ab9fa6,营口市,,,,,,,,,,
220,11103,陕西,汉中市,3,geo:province:shaanxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shaanxi,geo:reviewed:a6b644157c,汉中市,urban:tier:prefecture,urban:reviewed:e43355def6,汉中市,,,,,,,,,,
221,11103,陕西,渭南市,3,geo:province:shaanxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shaanxi,geo:reviewed:b965c05361,渭南市,urban:tier:prefecture,urban:reviewed:888b9f01ba,渭南市,,,,,,,,,,
222,11102,云南,保山市,2,geo:province:yunnan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:yunnan,geo:reviewed:59a63e4847,保山市,urban:tier:prefecture,urban:reviewed:b9625f4a02,保山市,,,,,,,,,,
223,11102,云南,德宏傣族景颇族自治州,2,geo:province:yunnan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:yunnan,geo:reviewed:f30550b6f7,德宏傣族景颇族自治州,urban:tier:prefecture,urban:reviewed:b480822cd2,德宏傣族景颇族自治州,,,,,,,,,,
224,11102,云南,文山壮族苗族自治州,2,geo:province:yunnan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:yunnan,geo:reviewed:b210551aa6,文山壮族苗族自治州,urban:tier:prefecture,urban:reviewed:32dbf06963,文山壮族苗族自治州,,,,,,,,,,
225,11102,云南,昭通市,2,geo:province:yunnan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:yunnan,geo:reviewed:4802f8cda4,昭通市,urban:tier:prefecture,urban:reviewed:33db0f0d14,昭通市,,,,,,,,,,
226,11102,云南,普洱市,2,geo:province:yunnan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:yunnan,geo:reviewed:3eba187e7c,普洱市,urban:tier:prefecture,urban:reviewed:eb4bbcf7a8,普洱市,,,,,,,,,,
227,11102,吉林,通化市,2,geo:province:jilin,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jilin,geo:reviewed:11e57770af,通化市,urban:tier:prefecture,urban:reviewed:de87d99fe4,通化市,,,,,,,,,,
228,11102,四川,攀枝花,2,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:42a72cda11,攀枝花,urban:tier:prefecture,urban:reviewed:58166f388e,攀枝花,,,,,,,,,,
229,11102,四川,甘孜藏族自治州,2,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:bcd51f4328,甘孜藏族自治州,urban:tier:prefecture,urban:reviewed:4899f4e230,甘孜藏族自治州,,,,,,,,,,
230,11102,四川,阿坝藏族羌族自治州,2,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:4edb3c5f46,阿坝藏族羌族自治州,urban:tier:prefecture,urban:reviewed:254398eadd,阿坝藏族羌族自治州,,,,,,,,,,
231,11102,四川,雅安市,2,geo:province:sichuan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:sichuan,geo:reviewed:462f509032,雅安市,urban:tier:prefecture,urban:reviewed:8c33631265,雅安市,,,,,,,,,,
232,11102,宁夏,石嘴山市,2,geo:province:ningxia,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:ningxia,geo:reviewed:7784094dee,石嘴山市,urban:tier:prefecture,urban:reviewed:23969c2c8d,石嘴山市,,,,,,,,,,
233,11102,安徽,亳州市,2,geo:province:anhui,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:anhui,geo:reviewed:c0994b5218,亳州市,urban:tier:prefecture,urban:reviewed:7b9962c2af,亳州市,,,,,,,,,,
234,11102,安徽,宣城市,2,geo:province:anhui,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:anhui,geo:reviewed:0ddbe6b71f,宣城市,urban:tier:prefecture,urban:reviewed:2c771d8360,宣城市,,,,,,,,,,
235,11102,山西,吕梁市,2,geo:province:shanxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shanxi,geo:reviewed:a548c57beb,吕梁市,urban:tier:prefecture,urban:reviewed:07ae9f1e0a,吕梁市,,,,,,,,,,
236,11102,山西,忻州市,2,geo:province:shanxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:shanxi,geo:reviewed:f3896b8a49,忻州市,urban:tier:prefecture,urban:reviewed:0514ad7b39,忻州市,,,,,,,,,,
237,11102,广东,云浮市,2,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:8708c703b7,云浮市,urban:tier:prefecture,urban:reviewed:e3c566a747,云浮市,,,,,,,,,,
238,11102,广东,揭阳市,2,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:13dd73a9e7,揭阳市,urban:tier:prefecture,urban:reviewed:09a654a4cb,揭阳市,,,,,,,,,,
239,11102,广东,梅州市,2,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:21216666ab,梅州市,urban:tier:prefecture,urban:reviewed:cdfb911db0,梅州市,,,,,,,,,,
240,11102,广东,潮州市,2,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:a41faee258,潮州市,urban:tier:prefecture,urban:reviewed:97cf184fce,潮州市,,,,,,,,,,
241,11102,广东,韶关市,2,geo:province:guangdong,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangdong,geo:reviewed:4f5d3434e7,韶关市,urban:tier:prefecture,urban:reviewed:f64607fd3b,韶关市,,,,,,,,,,
242,11102,广西,来宾市,2,geo:province:guangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangxi,geo:reviewed:55731218a1,来宾市,urban:tier:prefecture,urban:reviewed:c5441bc792,来宾市,,,,,,,,,,
243,11102,广西,河池市,2,geo:province:guangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangxi,geo:reviewed:47d0bb306f,河池市,urban:tier:prefecture,urban:reviewed:51760b76a4,河池市,,,,,,,,,,
244,11102,广西,玉林市,2,geo:province:guangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guangxi,geo:reviewed:058a23287c,玉林市,urban:tier:prefecture,urban:reviewed:1096aefa29,玉林市,,,,,,,,,,
245,11102,新疆,喀什地区,2,geo:province:xinjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:xinjiang,geo:reviewed:badf72f6a4,喀什地区,urban:tier:prefecture,urban:reviewed:025ec00716,喀什地区,,,,,,,,,,
246,11102,新疆,直辖县级市,2,geo:province:xinjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:xinjiang,geo:reviewed:a85b69a046,直辖县级市,urban:tier:prefecture,urban:reviewed:6ad945d2b7,直辖县级市,,,,,,,,,,
247,11102,新疆,阿拉尔市,2,geo:province:xinjiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:xinjiang,geo:reviewed:b0d0da26a1,阿拉尔市,urban:tier:prefecture,urban:reviewed:ff603e1d4e,阿拉尔市,,,,,,,,,,
248,11102,江西,吉安市,2,geo:province:jiangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jiangxi,geo:reviewed:d518a0c157,吉安市,urban:tier:prefecture,urban:reviewed:15cdf391c1,吉安市,,,,,,,,,,
249,11102,江西,鹰潭市,2,geo:province:jiangxi,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:jiangxi,geo:reviewed:dc3c740ed7,鹰潭市,urban:tier:prefecture,urban:reviewed:61ce9fcdd1,鹰潭市,,,,,,,,,,
250,11102,河北,石家庄市,2,geo:province:hebei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hebei,geo:reviewed:96d437740d,石家庄市,urban:tier:strong_capital,urban:reviewed:4071e3fd59,石家庄市,,,,,,,,,,
251,11102,河北,衡水市,2,geo:province:hebei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hebei,geo:reviewed:8f98b02697,衡水市,urban:tier:prefecture,urban:reviewed:dce9ce01bf,衡水市,,,,,,,,,,
252,11102,河南,三门峡市,2,geo:province:henan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:henan,geo:reviewed:59705774aa,三门峡市,urban:tier:prefecture,urban:reviewed:81a187cf6e,三门峡市,,,,,,,,,,
253,11102,浙江,丽水市,2,geo:province:zhejiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:zhejiang,geo:reviewed:8b942fe181,丽水市,urban:tier:prefecture,urban:reviewed:44313b961d,丽水市,,,,,,,,,,
254,11102,浙江,衢州市,2,geo:province:zhejiang,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:zhejiang,geo:reviewed:bfd10cdf64,衢州市,urban:tier:prefecture,urban:reviewed:7ab69e8782,衢州市,,,,,,,,,,
255,11102,海南,儋州市,2,geo:province:hainan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hainan,geo:reviewed:195c051455,儋州市,urban:tier:prefecture,urban:reviewed:d5eb26f3e2,儋州市,,,,,,,,,,
256,11102,湖北,荆门市,2,geo:province:hubei,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hubei,geo:reviewed:bbff320a80,荆门市,urban:tier:prefecture,urban:reviewed:bb6a916c2d,荆门市,,,,,,,,,,
257,11102,湖南,湘西土家族苗族自治州,2,geo:province:hunan,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:hunan,geo:reviewed:30d661da53,湘西土家族苗族自治州,urban:tier:prefecture,urban:reviewed:2946b0983f,湘西土家族苗族自治州,,,,,,,,,,
258,11102,甘肃,平凉市,2,geo:province:gansu,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:gansu,geo:reviewed:38676e74ad,平凉市,urban:tier:prefecture,urban:reviewed:6d4948b7ff,平凉市,,,,,,,,,,
259,11102,甘肃,庆阳市,2,geo:province:gansu,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:gansu,geo:reviewed:cbd7040263,庆阳市,urban:tier:prefecture,urban:reviewed:8eea31e1d4,庆阳市,,,,,,,,,,
260,11102,甘肃,武威市,2,geo:province:gansu,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:gansu,geo:reviewed:84d43637ef,武威市,urban:tier:prefecture,urban:reviewed:1212a51e26,武威市,,,,,,,,,,
261,11102,甘肃,白银市,2,geo:province:gansu,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:gansu,geo:reviewed:38021b257b,白银市,urban:tier:prefecture,urban:reviewed:239766a948,白银市,,,,,,,,,,
262,11102,福建,宁德市,2,geo:province:fujian,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:fujian,geo:reviewed:8658bad0ce,宁德市,urban:tier:prefecture,urban:reviewed:0b455a2e28,宁德市,,,,,,,,,,
263,11102,福建,莆田市,2,geo:province:fujian,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:fujian,geo:reviewed:5ddf7dfea5,莆田市,urban:tier:prefecture,urban:reviewed:149f17afc6,莆田市,,,,,,,,,,
264,11102,福建,龙岩市,2,geo:province:fujian,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:fujian,geo:reviewed:ffd513fc5e,龙岩市,urban:tier:prefecture,urban:reviewed:f369f3954d,龙岩市,,,,,,,,,,
265,11102,贵州,黔西南布依族苗族自治州,2,geo:province:guizhou,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:guizhou,geo:reviewed:02c2639416,黔西南布依族苗族自治州,urban:tier:prefecture,urban:reviewed:a58ea1db61,黔西南布依族苗族自治州,,,,,,,,,,
266,11102,辽宁,本溪市,2,geo:province:liaoning,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:liaoning,geo:reviewed:da1e6d78f4,本溪市,urban:tier:prefecture,urban:reviewed:17f102db70,本溪市,,,,,,,,,,
267,11102,辽宁,辽阳市,2,geo:province:liaoning,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:liaoning,geo:reviewed:d70a591f46,辽阳市,urban:tier:prefecture,urban:reviewed:c5f99e26a1,辽阳市,,,,,,,,,,
268,11102,辽宁,阜新市,2,geo:province:liaoning,0.6,,0.0,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping;urban_tier_unmatched,geo:province:liaoning,geo:reviewed:dd61af1ed2,阜新市,urban:tier:prefecture,urban:reviewed:f101fd870c,阜新市,,,,,,,,,,
