priority_rank,priority_score,province,city,school_count,current_geo_node_id,current_geo_confidence,current_urban_node_id,current_urban_confidence,review_reasons,suggested_geo_parent_id,suggested_geo_node_id,suggested_geo_name,suggested_urban_parent_id,suggested_urban_node_id,suggested_urban_name,reviewer_geo_action,reviewer_geo_parent_id,reviewer_geo_node_id,reviewer_geo_name,reviewer_urban_action,reviewer_urban_parent_id,reviewer_urban_node_id,reviewer_urban_name,reviewer_confidence,reviewer_note
360,1107,重庆,万州区,7,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:4de2563aff,万州区,urban:city:chongqing,urban:reviewed:f032ca0c0c,万州区,,,,,,,,,,
361,1107,重庆,永川区,7,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:dd38aabe7f,永川区,urban:city:chongqing,urban:reviewed:14b5c14b10,永川区,,,,,,,,,,
362,1106,上海,奉贤区,6,geo:province:shanghai,0.6,urban:city:shanghai,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:shanghai,geo:reviewed:ad3dc3de9f,奉贤区,urban:city:shanghai,urban:reviewed:d349dfa0c7,奉贤区,,,,,,,,,,
363,1106,上海,宝山区,6,geo:province:shanghai,0.6,urban:city:shanghai,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:shanghai,geo:reviewed:2b4e47c2a2,宝山区,urban:city:shanghai,urban:reviewed:e39590fe43,宝山区,,,,,,,,,,
364,1106,天津,静海区,6,geo:province:tianjin,0.6,urban:city:tianjin,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:tianjin,geo:reviewed:eb69c1e327,静海区,urban:city:tianjin,urban:reviewed:4c7e6a4dc3,静海区,,,,,,,,,,
365,1106,重庆,巴南区,6,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:ab08999107,巴南区,urban:city:chongqing,urban:reviewed:2f3f8ac0c5,巴南区,,,,,,,,,,
366,1105,北京,房山区,5,geo:province:beijing,0.6,urban:city:beijing,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:beijing,geo:reviewed:b9ac20981e,房山区,urban:city:beijing,urban:reviewed:2869220f96,房山区,,,,,,,,,,
367,1105,天津,河西区,5,geo:province:tianjin,0.6,urban:city:tianjin,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:tianjin,geo:reviewed:c7cf8c7fe4,河西区,urban:city:tianjin,urban:reviewed:ee9a6ba075,河西区,,,,,,,,,,
368,1105,重庆,南岸区,5,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:8e52c1a216,南岸区,urban:city:chongqing,urban:reviewed:95a297a8c9,南岸区,,,,,,,,,,
369,1105,重庆,江津区,5,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:4f128dfaf1,江津区,urban:city:chongqing,urban:reviewed:494b302b7b,江津区,,,,,,,,,,
370,1105,重庆,渝北区,5,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:2a478d5dff,渝北区,urban:city:chongqing,urban:reviewed:3f905d7865,渝北区,,,,,,,,,,
371,1104,上海,嘉定区,4,geo:province:shanghai,0.6,urban:city:shanghai,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:shanghai,geo:reviewed:3c7518c851,嘉定区,urban:city:shanghai,urban:reviewed:dedf797843,嘉定区,,,,,,,,,,
372,1104,北京,怀柔区,4,geo:province:beijing,0.6,urban:city:beijing,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:beijing,geo:reviewed:c7c83d9fc2,怀柔区,urban:city:beijing,urban:reviewed:81cd6610e2,怀柔区,,,,,,,,,,
373,1104,北京,石景山区,4,geo:province:beijing,0.6,urban:city:beijing,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:beijing,geo:reviewed:0f5b44a910,石景山区,urban:city:beijing,urban:reviewed:03236efaec,石景山区,,,,,,,,,,
374,1103,上海,虹口区,3,geo:province:shanghai,0.6,urban:city:shanghai,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:shanghai,geo:reviewed:3aa9705af6,虹口区,urban:city:shanghai,urban:reviewed:5549502242,虹口区,,,,,,,,,,
375,1103,上海,静安区,3,geo:province:shanghai,0.6,urban:city:shanghai,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:shanghai,geo:reviewed:0c238dcbc1,静安区,urban:city:shanghai,urban:reviewed:fa8668ff38,静安区,,,,,,,,,,
376,1103,北京,东城区,3,geo:province:beijing,0.6,urban:city:beijing,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:beijing,geo:reviewed:f7d24339b2,东城区,urban:city:beijing,urban:reviewed:cb54452bfe,东城区,,,,,,,,,,
377,1103,北京,西城区,3,geo:province:beijing,0.6,urban:city:beijing,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:beijing,geo:reviewed:81c3d75276,西城区,urban:city:beijing,urban:reviewed:39520068e7,西城区,,,,,,,,,,
378,1103,天津,东丽区,3,geo:province:tianjin,0.6,urban:city:tianjin,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:tianjin,geo:reviewed:bc540abb35,东丽区,urban:city:tianjin,urban:reviewed:6ec96e166e,东丽区,,,,,,,,,,
379,1103,天津,河北区,3,geo:province:tianjin,0.6,urban:city:tianjin,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:tianjin,geo:reviewed:b5833efeb5,河北区,urban:city:tianjin,urban:reviewed:3e235b2a2e,河北区,,,,,,,,,,
380,1103,重庆,大足区,3,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:fc06d96139,大足区,urban:city:chongqing,urban:reviewed:4e89f8d69d,大足区,,,,,,,,,,
381,1103,重庆,璧山区,3,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:6d82d4f320,璧山区,urban:city:chongqing,urban:reviewed:30b621efea,璧山区,,,,,,,,,,
382,1102,上海,金山区,2,geo:province:shanghai,0.6,urban:city:shanghai,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:shanghai,geo:reviewed:65f067e89c,金山区,urban:city:shanghai,urban:reviewed:1ede8c6336,金山区,,,,,,,,,,
383,1102,上海,闵行区,2,geo:province:shanghai,0.6,urban:city:shanghai,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:shanghai,geo:reviewed:834f98c3fe,闵行区,urban:city:shanghai,urban:reviewed:4282262e8e,闵行区,,,,,,,,,,
384,1102,北京,延庆区,2,geo:province:beijing,0.6,urban:city:beijing,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:beijing,geo:reviewed:caab277d86,延庆区,urban:city:beijing,urban:reviewed:478e0fa623,延庆区,,,,,,,,,,
385,1102,北京,顺义区,2,geo:province:beijing,0.6,urban:city:beijing,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:beijing,geo:reviewed:bb9639dd2a,顺义区,urban:city:beijing,urban:reviewed:f4d5ccf91b,顺义区,,,,,,,,,,
386,1102,天津,南开区,2,geo:province:tianjin,0.6,urban:city:tianjin,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:tianjin,geo:reviewed:8428981a5f,南开区,urban:city:tianjin,urban:reviewed:a915c294c5,南开区,,,,,,,,,,
387,1102,天津,宝坻区,2,geo:province:tianjin,0.6,urban:city:tianjin,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:tianjin,geo:reviewed:4a78fcf189,宝坻区,urban:city:tianjin,urban:reviewed:949db4e1dd,宝坻区,,,,,,,,,,
388,1102,天津,蓟县,2,geo:province:tianjin,0.6,urban:city:tianjin,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:tianjin,geo:reviewed:cf6e3b43c1,蓟县,urban:city:tianjin,urban:reviewed:d3ca24e2b6,蓟县,,,,,,,,,,
389,1102,重庆,九龙坡区,2,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:7d5431ca1a,九龙坡区,urban:city:chongqing,urban:reviewed:5a8d17cac9,九龙坡区,,,,,,,,,,
390,1102,重庆,北碚区,2,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:4d3eda21c7,北碚区,urban:city:chongqing,urban:reviewed:c25f4b4768,北碚区,,,,,,,,,,
391,1102,重庆,江北区,2,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:591d50b8df,江北区,urban:city:chongqing,urban:reviewed:fb31391bb8,江北区,,,,,,,,,,
392,1102,重庆,涪陵区,2,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:c8ac56fe3f,涪陵区,urban:city:chongqing,urban:reviewed:6fd34f35ca,涪陵区,,,,,,,,,,
393,1102,重庆,渝中区,2,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:7b04e1b26d,渝中区,urban:city:chongqing,urban:reviewed:630626c846,渝中区,,,,,,,,,,
394,1102,重庆,铜梁区,2,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:da94594ce2,铜梁区,urban:city:chongqing,urban:reviewed:2223ba1c6d,铜梁区,,,,,,,,,,
395,1102,重庆,黔江区,2,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:99ea313e88,黔江区,urban:city:chongqing,urban:reviewed:89879e4ce6,黔江区,,,,,,,,,,
396,1101,上海,普陀区,1,geo:province:shanghai,0.6,urban:city:shanghai,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:shanghai,geo:reviewed:f5cba4da0d,普陀区,urban:city:shanghai,urban:reviewed:3b90e93741,普陀区,,,,,,,,,,
397,1101,上海,长宁区,1,geo:province:shanghai,0.6,urban:city:shanghai,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:shanghai,geo:reviewed:e42d9d40bb,长宁区,urban:city:shanghai,urban:reviewed:a0ac379871,长宁区,,,,,,,,,,
398,1101,上海,青浦区,1,geo:province:shanghai,0.6,urban:city:shanghai,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:shanghai,geo:reviewed:4669871a51,青浦区,urban:city:shanghai,urban:reviewed:ec447d72a6,青浦区,,,,,,,,,,
399,1101,上海,黄浦区,1,geo:province:shanghai,0.6,urban:city:shanghai,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:shanghai,geo:reviewed:dde241b7ac,黄浦区,urban:city:shanghai,urban:reviewed:afe416e63c,黄浦区,,,,,,,,,,
400,1101,北京,密云区,1,geo:province:beijing,0.6,urban:city:beijing,0.95,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:beijing,geo:reviewed:065ef7990e,密云区,urban:city:beijing,urban:reviewed:e7e7c1027a,密云区,,,,,,,,,,
401,1101,天津,和平区,1,geo:province:tianjin,0.6,urban:city:tianjin,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:tianjin,geo:reviewed:870212e8bd,和平区,urban:city:tianjin,urban:reviewed:94f6dfcb3c,和平区,,,,,,,,,,
402,1101,天津,武清区,1,geo:province:tianjin,0.6,urban:city:tianjin,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:tianjin,geo:reviewed:697ffe6863,武清区,urban:city:tianjin,urban:reviewed:796384b68e,武清区,,,,,,,,,,
403,1101,重庆,荣昌区,1,geo:province:chongqing,0.6,urban:city:chongqing,0.85,geo_city_not_explicitly_mapped;low_confidence_or_missing_mapping,geo:province:chongqing,geo:reviewed:059db6637a,荣昌区,urban:city:chongqing,urban:reviewed:066d07b0b5,荣昌区,,,,,,,,,,
404,113,浙江,温州市,13,geo:city:wenzhou,0.95,urban:city:wenzhou,0.75,low_confidence_or_missing_mapping,geo:city:wenzhou,geo:reviewed:585abc50e4,温州市,urban:city:wenzhou,urban:reviewed:0228f0805a,温州市,,,,,,,,,,
